Organism group,Isolation_source,Isolation_source_1,Isolation type,Strain,Scientific name,Level,Assembly,Contigs,Collection date,Source type,Location,Host,Species TaxID,TaxID,Create date,Isolate identifiers,Host disease,Virulence genotypes,BioProject,K-mer group,Food origin
Enterobacter hormaechei,urine,urine,clinical,59732CZ,Enterobacter hormaechei,Complete Genome,GCA_020695485.1,5,20-Sep,,Czech Republic: South Bohemian Region,Homo sapiens,158836,158836,2021-11-01T13:51:59Z,"""59732CZ""",urinary retention,"iroB=COMPLETE,iroC=COMPLETE,iroN=COMPLETE",PRJNA772913,PDG000000105.595,
Enterobacter hormaechei,urine,urine,clinical,48947CZ,Enterobacter hormaechei,Complete Genome,GCA_020695705.1,6,19-Feb,,Czech Republic: South Bohemian Region,Homo sapiens,158836,158836,2021-11-01T14:00:16Z,"""48947CZ""",Hematuria,"iroB=COMPLETE,iroC=COMPLETE,iroN=COMPLETE",PRJNA772913,PDG000000105.595,
Enterobacter hormaechei,urine,urine,clinical,Y-2,Enterobacter hormaechei,Complete Genome,GCA_021491635.1,4,17-Jul,,China:Hojhot,Homo sapiens,158836,158836,2022-01-17T12:52:07Z,"""IMP-8 Y2"",""Y-2""",,"ybtP=COMPLETE,ybtQ=COMPLETE",PRJNA794006,PDG000000105.595,
Enterobacter hormaechei,urine,urine,clinical,Eho-7,Enterobacter hormaechei,Complete Genome,GCA_022023955.1,7,2014/7/2,,Canada:Ontario,,158836,158836,2022-02-07T14:29:14Z,"""Eho-7"",""Eho-7_GN1157""",,,PRJNA599404,PDG000000105.595,
Enterobacter hormaechei,urine,urine,clinical,2020CK-00376,Enterobacter hormaechei,Complete Genome,GCA_025398395.2,3,2020/2/17,,USA,Homo sapiens,158836,158836,2023-06-03T02:35:52Z,"""2020CK-00376"",""SRS7553523""",,"iroB=COMPLETE,iroC=COMPLETE,iroN=COMPLETE",PRJNA812595,PDG000000105.595,
Enterobacter hormaechei,urine,urine,clinical,K432,Enterobacter hormaechei,Complete Genome,GCA_026240655.1,1,2020,,China: Zhejiang,Homo sapiens,158836,158836,2022-11-20T12:54:10Z,"""K432""",urinary tract infection,"iroB=COMPLETE,iroC=COMPLETE,iroN=COMPLETE",PRJNA900428,PDG000000105.595,
Enterobacter hormaechei,urine,urine,clinical,2020CK-00202,Enterobacter hormaechei,Complete Genome,GCA_027886545.1,5,2019/6/27,,USA,Homo sapiens,158836,158836,2023-01-17T14:55:17Z,"""2020CK-00202"",""SRS7260937""",,"iroB=COMPLETE,iroC=COMPLETE,iroN=COMPLETE",PRJNA812595,PDG000000105.595,
Enterobacter hormaechei,urine,urine,clinical,NR0013,Enterobacter hormaechei,Complete Genome,GCA_029070145.2,6,2014,,USA:New York City,Homo sapiens,158836,158836,2025-03-05T19:06:04Z,"""NR0013"",""SRS1975907""",Urine Colonization,,PRJNA867733,PDG000000105.595,
Enterobacter hormaechei,urine,urine,clinical,MRSN791417,Enterobacter hormaechei,Complete Genome,GCA_030717405.1,9,2019/1/10,,Thailand,Homo sapiens,158836,158836,2023-08-12T11:52:10Z,"""MRSN791417"",""SRS18459472""",Infection,"iroB=COMPLETE,iroC=COMPLETE,iroN=COMPLETE",PRJNA1000639,PDG000000105.595,
Enterobacter hormaechei,urine,urine,clinical,EB6,Enterobacter hormaechei,Complete Genome,GCA_031432895.1,3,22-Nov,,United Kingdom: England,Homo sapiens,158836,158836,2023-09-13T11:58:27Z,"""EB6"",""EB6_WM3_49.22_ST66_KPC2""",,,PRJNA1010831,PDG000000105.595,
Enterobacter hormaechei,urine,urine,clinical,x230151,Enterobacter hormaechei,Complete Genome,GCA_052569335.1,3,2024/9/27,,China: Taizhou,Homo sapiens,158836,158836,2025-09-12T14:05:39Z,"""x230151""",urinary tract infection,,PRJNA1285596,PDG000000105.595,
Enterobacter intestinihominis,urine,urine,clinical,JNQH618,Enterobacter intestinihominis,Complete Genome,GCA_048568405.1,3,21-Jun,,China,Homo sapiens,3133180,3133180,2025-03-13T13:41:17Z,"""JNQH618""",Urinary tract infection,,PRJNA702614,PDG000000142.6,
